"LER"	"Uid"	"Genotype"	"Temp"	"Soil_moisture"	"Hour"
3.10672768844867	16	1299	27.7356779661017	NA	1
0.451840689522864	14	1299	27.7356779661017	NA	1
1.3534559299899	23	1299	27.7356779661017	NA	1
1.41992221862772	12	1299	27.7356779661017	NA	1
3.17008116711429	9	3052	27.7356779661017	NA	1
2.30746405048122	11	3052	27.7356779661017	NA	1
2.79158650972789	22	3052	27.7356779661017	NA	1
2.03304530337519	13	3052	27.7356779661017	NA	1
0.368566631815276	5	3891	27.7356779661017	NA	1
0.524444548889737	19	3891	27.7356779661017	NA	1
0.419245215996651	15	3891	27.7356779661017	NA	1
0.724742994123723	17	3891	27.7356779661017	NA	1
0.172092776196543	8	3901	27.7356779661017	NA	1
2.84863956785785	6	3901	27.7356779661017	NA	1
1.07888999339875	21	3901	27.7356779661017	NA	1
2.58921102886102	10	3901	27.7356779661017	NA	1
1.89645031522193	4	3964	27.7356779661017	2.0695368233382	1
0.580302829805641	7	3964	27.7356779661017	2.0695368233382	1
0.508900900526926	18	3964	27.7356779661017	2.0695368233382	1
0.602171742880241	20	3964	27.7356779661017	2.0695368233382	1
1.28051601770378	12	1299	14.0577627118644	1.78716431708951	10
1.10856447288543	16	1299	14.0577627118644	1.78716431708951	10
0.291673943797235	14	1299	14.0577627118644	1.78716431708951	10
1.03821153758015	23	1299	14.0577627118644	1.78716431708951	10
1.44586271983654	13	3052	14.0577627118644	2.00601249291877	10
1.05800759474497	22	3052	14.0577627118644	2.00601249291877	10
2.01098137793943	9	3052	14.0577627118644	2.00601249291877	10
1.38582854669726	11	3052	14.0577627118644	2.00601249291877	10
0.533314200748712	19	3891	14.0577627118644	2.19830155959863	10
1.0025368966879	15	3891	14.0577627118644	2.19830155959863	10
0.644418088256774	5	3891	14.0577627118644	2.19830155959863	10
0.442647770953017	17	3891	14.0577627118644	2.19830155959863	10
1.42993523572109	6	3901	14.0577627118644	2.01454656928947	10
1.22223429539137	10	3901	14.0577627118644	2.01454656928947	10
1.45512639518261	8	3901	14.0577627118644	2.01454656928947	10
